Customer_ID,Signup_Date,Segment
1331,2023-01-14 19:00:00,Regular
1332,2023-01-14 20:00:00,Regular
1333,2023-01-14 21:00:00,Regular
1334,2023-01-14 22:00:00,Regular
1335,2023-01-14 23:00:00,Premium
1336,2023-01-15 00:00:00,Premium
1337,2023-01-15 01:00:00,Premium
1338,2023-01-15 02:00:00,Regular
1339,2023-01-15 03:00:00,Regular
1340,2023-01-15 04:00:00,Regular
1341,2023-01-15 05:00:00,Regular
1342,2023-01-15 06:00:00,Regular
1343,2023-01-15 07:00:00,Regular
1344,2023-01-15 08:00:00,Premium
1345,2023-01-15 09:00:00,Regular
1346,2023-01-15 10:00:00,Premium
1347,2023-01-15 11:00:00,Regular
1348,2023-01-15 12:00:00,Regular
1349,2023-01-15 13:00:00,Regular
1350,2023-01-15 14:00:00,Regular
1351,2023-01-15 15:00:00,Premium
1352,2023-01-15 16:00:00,Regular
1353,2023-01-15 17:00:00,Regular
1354,2023-01-15 18:00:00,Regular
1355,2023-01-15 19:00:00,Regular
1356,2023-01-15 20:00:00,Regular
1357,2023-01-15 21:00:00,Regular
1358,2023-01-15 22:00:00,Regular
1359,2023-01-15 23:00:00,Regular
1360,2023-01-16 00:00:00,Regular
1361,2023-01-16 01:00:00,Premium
1362,2023-01-16 02:00:00,Regular
1363,2023-01-16 03:00:00,Regular
1364,2023-01-16 04:00:00,Regular
1365,2023-01-16 05:00:00,Regular
1366,2023-01-16 06:00:00,Regular
1367,2023-01-16 07:00:00,Regular
1368,2023-01-16 08:00:00,Premium
1369,2023-01-16 09:00:00,Regular
1370,2023-01-16 10:00:00,Regular
1371,2023-01-16 11:00:00,Regular
1372,2023-01-16 12:00:00,Regular
1373,2023-01-16 13:00:00,Regular
1374,2023-01-16 14:00:00,Regular
1375,2023-01-16 15:00:00,Regular
1376,2023-01-16 16:00:00,Regular
1377,2023-01-16 17:00:00,Premium
1378,2023-01-16 18:00:00,Regular
1379,2023-01-16 19:00:00,Premium
1380,2023-01-16 20:00:00,Premium
1381,2023-01-16 21:00:00,Premium
1382,2023-01-16 22:00:00,Regular
1383,2023-01-16 23:00:00,Premium
1384,2023-01-17 00:00:00,Regular
1385,2023-01-17 01:00:00,Regular
1386,2023-01-17 02:00:00,Regular
1387,2023-01-17 03:00:00,Regular
1388,2023-01-17 04:00:00,Premium
1389,2023-01-17 05:00:00,Regular
1390,2023-01-17 06:00:00,Regular
1391,2023-01-17 07:00:00,Regular
1392,2023-01-17 08:00:00,Premium
1393,2023-01-17 09:00:00,Regular
1394,2023-01-17 10:00:00,Regular
1395,2023-01-17 11:00:00,Regular
1396,2023-01-17 12:00:00,Regular
1397,2023-01-17 13:00:00,Regular
1398,2023-01-17 14:00:00,Regular
1399,2023-01-17 15:00:00,Premium
1400,2023-01-17 16:00:00,Regular
1401,2023-01-17 17:00:00,Regular
1402,2023-01-17 18:00:00,Regular
1403,2023-01-17 19:00:00,Premium
1404,2023-01-17 20:00:00,Premium
1405,2023-01-17 21:00:00,Regular
1406,2023-01-17 22:00:00,Premium
1407,2023-01-17 23:00:00,Regular
1408,2023-01-18 00:00:00,Regular
1409,2023-01-18 01:00:00,Regular
1410,2023-01-18 02:00:00,Regular
1411,2023-01-18 03:00:00,Regular
1412,2023-01-18 04:00:00,Regular
1413,2023-01-18 05:00:00,Premium
1414,2023-01-18 06:00:00,Regular
1415,2023-01-18 07:00:00,Regular
1416,2023-01-18 08:00:00,Regular
1417,2023-01-18 09:00:00,Regular
1418,2023-01-18 10:00:00,Premium
1419,2023-01-18 11:00:00,Regular
1420,2023-01-18 12:00:00,Premium
1421,2023-01-18 13:00:00,Regular
1422,2023-01-18 14:00:00,Regular
1423,2023-01-18 15:00:00,Regular
1424,2023-01-18 16:00:00,Regular
1425,2023-01-18 17:00:00,Regular
1426,2023-01-18 18:00:00,Regular
1427,2023-01-18 19:00:00,Regular
1428,2023-01-18 20:00:00,Regular
1429,2023-01-18 21:00:00,Regular
1430,2023-01-18 22:00:00,Regular
1431,2023-01-18 23:00:00,Regular
1432,2023-01-19 00:00:00,Regular
1433,2023-01-19 01:00:00,Regular
1434,2023-01-19 02:00:00,Regular
1435,2023-01-19 03:00:00,Premium
1436,2023-01-19 04:00:00,Premium
1437,2023-01-19 05:00:00,Regular
1438,2023-01-19 06:00:00,Regular
1439,2023-01-19 07:00:00,Regular
1440,2023-01-19 08:00:00,Regular
1441,2023-01-19 09:00:00,Premium
1442,2023-01-19 10:00:00,Premium
1443,2023-01-19 11:00:00,Premium
1444,2023-01-19 12:00:00,Regular
1445,2023-01-19 13:00:00,Premium
1446,2023-01-19 14:00:00,Regular
1447,2023-01-19 15:00:00,Premium
1448,2023-01-19 16:00:00,Regular
1449,2023-01-19 17:00:00,Regular
1450,2023-01-19 18:00:00,Regular
1451,2023-01-19 19:00:00,Regular
1452,2023-01-19 20:00:00,Regular
1453,2023-01-19 21:00:00,Premium
1454,2023-01-19 22:00:00,Regular
1455,2023-01-19 23:00:00,Regular
1456,2023-01-20 00:00:00,Regular
1457,2023-01-20 01:00:00,Regular
1458,2023-01-20 02:00:00,Premium
1459,2023-01-20 03:00:00,Regular
1460,2023-01-20 04:00:00,Regular
1461,2023-01-20 05:00:00,Premium
1462,2023-01-20 06:00:00,Premium
1463,2023-01-20 07:00:00,Regular
1464,2023-01-20 08:00:00,Regular
1465,2023-01-20 09:00:00,Regular
1466,2023-01-20 10:00:00,Regular
1467,2023-01-20 11:00:00,Regular
1468,2023-01-20 12:00:00,Premium
1469,2023-01-20 13:00:00,Regular
1470,2023-01-20 14:00:00,Regular
1471,2023-01-20 15:00:00,Regular
1472,2023-01-20 16:00:00,Regular
1473,2023-01-20 17:00:00,Premium
1474,2023-01-20 18:00:00,Regular
1475,2023-01-20 19:00:00,Regular
1476,2023-01-20 20:00:00,Regular
1477,2023-01-20 21:00:00,Regular
1478,2023-01-20 22:00:00,Premium
1479,2023-01-20 23:00:00,Regular
1480,2023-01-21 00:00:00,Regular
1481,2023-01-21 01:00:00,Regular
1482,2023-01-21 02:00:00,Regular
1483,2023-01-21 03:00:00,Regular
1484,2023-01-21 04:00:00,Regular
1485,2023-01-21 05:00:00,Premium
1486,2023-01-21 06:00:00,Regular
1487,2023-01-21 07:00:00,Regular
1488,2023-01-21 08:00:00,Premium
1489,2023-01-21 09:00:00,Premium
1490,2023-01-21 10:00:00,Premium
1491,2023-01-21 11:00:00,Premium
1492,2023-01-21 12:00:00,Regular
1493,2023-01-21 13:00:00,Regular
1494,2023-01-21 14:00:00,Regular
1495,2023-01-21 15:00:00,Regular
1496,2023-01-21 16:00:00,Premium
1497,2023-01-21 17:00:00,Regular
1498,2023-01-21 18:00:00,Regular
1499,2023-01-21 19:00:00,Premium
1500,2023-01-21 20:00:00,Regular
1501,2023-01-21 21:00:00,Regular
1502,2023-01-21 22:00:00,Regular
1503,2023-01-21 23:00:00,Regular
1504,2023-01-22 00:00:00,Regular
1505,2023-01-22 01:00:00,Premium
1506,2023-01-22 02:00:00,Regular
1507,2023-01-22 03:00:00,Premium
1508,2023-01-22 04:00:00,Regular
1509,2023-01-22 05:00:00,Regular
1510,2023-01-22 06:00:00,Regular
1511,2023-01-22 07:00:00,Regular
1512,2023-01-22 08:00:00,Premium
1513,2023-01-22 09:00:00,Regular
1514,2023-01-22 10:00:00,Premium
1515,2023-01-22 11:00:00,Premium
1516,2023-01-22 12:00:00,Premium
1517,2023-01-22 13:00:00,Regular
1518,2023-01-22 14:00:00,Premium
1519,2023-01-22 15:00:00,Regular
1520,2023-01-22 16:00:00,Regular
1521,2023-01-22 17:00:00,Regular
1522,2023-01-22 18:00:00,Premium
1523,2023-01-22 19:00:00,Regular
1524,2023-01-22 20:00:00,Regular
1525,2023-01-22 21:00:00,Regular
1526,2023-01-22 22:00:00,Regular
1527,2023-01-22 23:00:00,Regular
1528,2023-01-23 00:00:00,Premium
1529,2023-01-23 01:00:00,Regular
1530,2023-01-23 02:00:00,Premium
1531,2023-01-23 03:00:00,Regular
1532,2023-01-23 04:00:00,Premium
1533,2023-01-23 05:00:00,Regular
1534,2023-01-23 06:00:00,Regular
1535,2023-01-23 07:00:00,Regular
1536,2023-01-23 08:00:00,Regular
1537,2023-01-23 09:00:00,Premium
1538,2023-01-23 10:00:00,Regular
1539,2023-01-23 11:00:00,Premium
1540,2023-01-23 12:00:00,Regular
1541,2023-01-23 13:00:00,Regular
1542,2023-01-23 14:00:00,Regular
1543,2023-01-23 15:00:00,Regular
1544,2023-01-23 16:00:00,Regular
1545,2023-01-23 17:00:00,Regular
1546,2023-01-23 18:00:00,Premium
1547,2023-01-23 19:00:00,Regular
1548,2023-01-23 20:00:00,Regular
1549,2023-01-23 21:00:00,Regular
1550,2023-01-23 22:00:00,Regular
1551,2023-01-23 23:00:00,Premium
1552,2023-01-24 00:00:00,Premium
1553,2023-01-24 01:00:00,Regular
1554,2023-01-24 02:00:00,Premium
1555,2023-01-24 03:00:00,Regular
1556,2023-01-24 04:00:00,Regular
1557,2023-01-24 05:00:00,Regular
1558,2023-01-24 06:00:00,Premium
1559,2023-01-24 07:00:00,Regular
1560,2023-01-24 08:00:00,Regular
1561,2023-01-24 09:00:00,Regular
1562,2023-01-24 10:00:00,Regular
1563,2023-01-24 11:00:00,Premium
1564,2023-01-24 12:00:00,Regular
1565,2023-01-24 13:00:00,Regular
1566,2023-01-24 14:00:00,Regular
1567,2023-01-24 15:00:00,Regular
1568,2023-01-24 16:00:00,Regular
1569,2023-01-24 17:00:00,Regular
1570,2023-01-24 18:00:00,Regular
1571,2023-01-24 19:00:00,Regular
1572,2023-01-24 20:00:00,Regular
1573,2023-01-24 21:00:00,Regular
1574,2023-01-24 22:00:00,Regular
1575,2023-01-24 23:00:00,Regular
1576,2023-01-25 00:00:00,Regular
1577,2023-01-25 01:00:00,Regular
1578,2023-01-25 02:00:00,Regular
1579,2023-01-25 03:00:00,Premium
1580,2023-01-25 04:00:00,Regular
1581,2023-01-25 05:00:00,Premium
1582,2023-01-25 06:00:00,Premium
1583,2023-01-25 07:00:00,Regular
1584,2023-01-25 08:00:00,Regular
1585,2023-01-25 09:00:00,Regular
1586,2023-01-25 10:00:00,Regular
1587,2023-01-25 11:00:00,Premium
1588,2023-01-25 12:00:00,Regular
1589,2023-01-25 13:00:00,Regular
1590,2023-01-25 14:00:00,Regular
1591,2023-01-25 15:00:00,Premium
1592,2023-01-25 16:00:00,Regular
1593,2023-01-25 17:00:00,Regular
1594,2023-01-25 18:00:00,Regular
1595,2023-01-25 19:00:00,Regular
1596,2023-01-25 20:00:00,Regular
1597,2023-01-25 21:00:00,Regular
1598,2023-01-25 22:00:00,Regular
1599,2023-01-25 23:00:00,Regular
1600,2023-01-26 00:00:00,Regular
1601,2023-01-26 01:00:00,Regular
1602,2023-01-26 02:00:00,Regular
1603,2023-01-26 03:00:00,Regular
1604,2023-01-26 04:00:00,Regular
1605,2023-01-26 05:00:00,Regular
1606,2023-01-26 06:00:00,Regular
1607,2023-01-26 07:00:00,Regular
1608,2023-01-26 08:00:00,Regular
1609,2023-01-26 09:00:00,Regular
1610,2023-01-26 10:00:00,Regular
1611,2023-01-26 11:00:00,Regular
1612,2023-01-26 12:00:00,Regular
1613,2023-01-26 13:00:00,Regular
1614,2023-01-26 14:00:00,Premium
1615,2023-01-26 15:00:00,Regular
1616,2023-01-26 16:00:00,Regular
1617,2023-01-26 17:00:00,Premium
1618,2023-01-26 18:00:00,Regular
1619,2023-01-26 19:00:00,Premium
1620,2023-01-26 20:00:00,Regular
1621,2023-01-26 21:00:00,Regular
1622,2023-01-26 22:00:00,Regular
1623,2023-01-26 23:00:00,Regular
1624,2023-01-27 00:00:00,Regular
1625,2023-01-27 01:00:00,Regular
1626,2023-01-27 02:00:00,Regular
1627,2023-01-27 03:00:00,Premium
1628,2023-01-27 04:00:00,Regular
1629,2023-01-27 05:00:00,Regular
1630,2023-01-27 06:00:00,Regular
1631,2023-01-27 07:00:00,Regular
1632,2023-01-27 08:00:00,Regular
1633,2023-01-27 09:00:00,Regular
1634,2023-01-27 10:00:00,Regular
1635,2023-01-27 11:00:00,Regular
1636,2023-01-27 12:00:00,Premium
1637,2023-01-27 13:00:00,Regular
1638,2023-01-27 14:00:00,Regular
1639,2023-01-27 15:00:00,Regular
1640,2023-01-27 16:00:00,Regular
1641,2023-01-27 17:00:00,Regular
1642,2023-01-27 18:00:00,Regular
1643,2023-01-27 19:00:00,Premium
1644,2023-01-27 20:00:00,Regular
1645,2023-01-27 21:00:00,Regular
1646,2023-01-27 22:00:00,Regular
1647,2023-01-27 23:00:00,Regular
1648,2023-01-28 00:00:00,Regular
1649,2023-01-28 01:00:00,Regular
1650,2023-01-28 02:00:00,Regular
1651,2023-01-28 03:00:00,Regular
1652,2023-01-28 04:00:00,Regular
1653,2023-01-28 05:00:00,Regular
1654,2023-01-28 06:00:00,Regular
1655,2023-01-28 07:00:00,Regular
1656,2023-01-28 08:00:00,Regular
1657,2023-01-28 09:00:00,Regular
1658,2023-01-28 10:00:00,Regular
1659,2023-01-28 11:00:00,Regular
1660,2023-01-28 12:00:00,Regular
1661,2023-01-28 13:00:00,Premium
1662,2023-01-28 14:00:00,Regular
1663,2023-01-28 15:00:00,Premium
1664,2023-01-28 16:00:00,Regular
1665,2023-01-28 17:00:00,Regular
1666,2023-01-28 18:00:00,Regular
1667,2023-01-28 19:00:00,Regular
1668,2023-01-28 20:00:00,Premium
1669,2023-01-28 21:00:00,Regular
1670,2023-01-28 22:00:00,Regular
1671,2023-01-28 23:00:00,Regular
1672,2023-01-29 00:00:00,Regular
1673,2023-01-29 01:00:00,Regular
1674,2023-01-29 02:00:00,Regular
1675,2023-01-29 03:00:00,Regular
1676,2023-01-29 04:00:00,Premium
1677,2023-01-29 05:00:00,Regular
1678,2023-01-29 06:00:00,Regular
1679,2023-01-29 07:00:00,Regular
1680,2023-01-29 08:00:00,Premium
1681,2023-01-29 09:00:00,Regular
1682,2023-01-29 10:00:00,Regular
1683,2023-01-29 11:00:00,Premium
1684,2023-01-29 12:00:00,Regular
1685,2023-01-29 13:00:00,Regular
1686,2023-01-29 14:00:00,Regular
1687,2023-01-29 15:00:00,Premium
1688,2023-01-29 16:00:00,Premium
1689,2023-01-29 17:00:00,Premium
1690,2023-01-29 18:00:00,Regular
1691,2023-01-29 19:00:00,Regular
1692,2023-01-29 20:00:00,Regular
1693,2023-01-29 21:00:00,Premium
1694,2023-01-29 22:00:00,Premium
1695,2023-01-29 23:00:00,Regular
1696,2023-01-30 00:00:00,Regular
1697,2023-01-30 01:00:00,Regular
